"","Transcript.ID","gene_assignment","Gene.Symbol","RefSeq","p.value.Diagnosis.","p.value.Control.vs..Schizophrenia.","Ratio.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia...Description.","F.Diagnosis.","SS.Diagnosis.","SS.Error.","F.Error.","FoldChange","p.value"
"11044",8135218,"NM_005824 // LRRC17 // leucine rich repeat containing 17 // 7q22.1 // 10234 /// ","LRRC17","NM_005824",9.19e-05,9.19e-05,0.553357,-1.80715,"Control down vs Schizophrenia",22.7625,4.37301,4.22651,1,-1.80715,9.19e-05
"11054",7931455,"NM_001143757 // LRRC27 // leucine rich repeat containing 27 // 10q26.3 // 80313 ","LRRC27","NM_001143757",0.0483567,0.0483567,0.919675,-1.08734,"Control down vs Schizophrenia",4.36958,0.0875606,0.44085,1,-1.08734,0.0483567
"11055",7986394,"NM_144598 // LRRC28 // leucine rich repeat containing 28 // 15q26.3 // 123355 //","LRRC28","NM_144598",0.0496036,0.0496036,1.16531,1.16531,"Control up vs Schizophrenia",4.31727,0.292274,1.48937,1,1.16531,0.0496036
"11063",8007850,"NM_001006607 // LRRC37A2 // leucine rich repeat containing 37, member A2 // 17q2","LRRC37A2","NM_001006607",0.0282762,0.0282762,0.781576,-1.27947,"Control down vs Schizophrenia",5.51303,0.758462,3.02668,1,-1.27947,0.0282762
"11064",8007867,"NM_001006607 // LRRC37A2 // leucine rich repeat containing 37, member A2 // 17q2","LRRC37A2","NM_001006607",0.0499038,0.0499038,0.796343,-1.25574,"Control down vs Schizophrenia",4.30489,0.647624,3.30966,1,-1.25574,0.0499038
"11067",8007919,"NR_002940 // LRRC37A4 // leucine rich repeat containing 37, member A4 (pseudogen","LRRC37A4","NR_002940",0.00168722,0.00168722,0.748111,-1.3367,"Control down vs Schizophrenia",12.786,1.05173,1.80965,1,-1.3367,0.00168722
"11068",8016245,"NR_002940 // LRRC37A4 // leucine rich repeat containing 37, member A4 (pseudogen","LRRC37A4","NR_002940",0.0077297,0.0077297,0.771149,-1.29677,"Control down vs Schizophrenia",8.59222,0.843386,2.15945,1,-1.29677,0.0077297
"11073",8078305,"NM_052953 // LRRC3B // leucine rich repeat containing 3B // 3p24 // 116135 /// E","LRRC3B","NM_052953",0.0136085,0.0136085,0.763807,-1.30923,"Control down vs Schizophrenia",7.19464,0.906619,2.77229,1,-1.30923,0.0136085
"11084",8038584,"NM_001080457 // LRRC4B // leucine rich repeat containing 4B // 19q13.33 // 94030","LRRC4B","NM_001080457",0.00237016,0.00237016,1.3671,1.3671,"Control up vs Schizophrenia",11.7931,1.22106,2.2779,1,1.3671,0.00237016
"11088",7917015,"ENST00000416014 // LRRC53 // leucine rich repeat containing 53 // 1p31.3 // 1001","LRRC53","ENST00000416014",0.0427785,0.0427785,0.751766,-1.3302,"Control down vs Schizophrenia",4.62393,1.01671,4.83736,1,-1.3302,0.0427785
"11091",7987916,"NM_153260 // LRRC57 // leucine rich repeat containing 57 // 15q15.2 // 255252 //","LRRC57","NM_153260",3.09e-05,3.09e-05,0.857555,-1.16611,"Control down vs Schizophrenia",27.2607,0.294901,0.237991,1,-1.16611,3.09e-05
"11095",8137215,"NM_001142928 // LRRC61 // leucine rich repeat containing 61 // 7q31-q35 // 65999","LRRC61","NM_001142928",0.000175765,0.000175765,1.66491,1.66491,"Control up vs Schizophrenia",20.2939,3.24524,3.51806,1,1.66491,0.000175765
"11096",7968962,"ENST00000446175 // LRRC63 // leucine rich repeat containing 63 // 13q14.13 // 22","LRRC63","ENST00000446175",0.0179254,0.0179254,1.2941,1.2941,"Control up vs Schizophrenia",6.54453,0.830081,2.79039,1,1.2941,0.0179254
"11098",8151127,"NM_001013626 // LRRC67 // leucine rich repeat containing 67 // 8q13.1 // 286187 ","LRRC67","NM_001013626",0.00130257,0.00130257,1.23972,1.23972,"Control up vs Schizophrenia",13.5644,0.576659,0.935277,1,1.23972,0.00130257
"11103",7902861,"NM_001134476 // LRRC8B // leucine rich repeat containing 8 family, member B // 1","LRRC8B","NM_001134476",0.012881,0.012881,1.40141,1.40141,"Control up vs Schizophrenia",7.32667,1.42228,4.27073,1,1.40141,0.012881
"11105",7902883,"NM_001134479 // LRRC8D // leucine rich repeat containing 8 family, member D // 1","LRRC8D","NM_001134479",0.0125943,0.0125943,0.906367,-1.10331,"Control down vs Schizophrenia",7.38099,0.1207,0.359763,1,-1.10331,0.0125943
"11109",8049530,"NM_001137550 // LRRFIP1 // leucine rich repeat (in FLII) interacting protein 1 /","LRRFIP1","NM_001137550",0.00306133,0.00306133,0.775573,-1.28937,"Control down vs Schizophrenia",11.0673,0.806663,1.60352,1,-1.28937,0.00306133
"11110",8049512,"NM_001137552 // LRRFIP1 // leucine rich repeat (in FLII) interacting protein 1 /","LRRFIP1","NM_001137552",0.0261079,0.0261079,0.843527,-1.1855,"Control down vs Schizophrenia",5.68962,0.361601,1.3982,1,-1.1855,0.0261079
"11124",7986463,"NM_024652 // LRRK1 // leucine-rich repeat kinase 1 // 15q26.3 // 79705 /// ENST0","LRRK1","NM_024652",0.00305418,0.00305418,0.804568,-1.2429,"Control down vs Schizophrenia",11.0738,0.5905,1.17313,1,-1.2429,0.00305418
"11125",7954810,"NM_198578 // LRRK2 // leucine-rich repeat kinase 2 // 12q12 // 120892 /// ENST00","LRRK2","NM_198578",0.00913899,0.00913899,0.874802,-1.14312,"Control down vs Schizophrenia",8.16953,0.223427,0.601673,1,-1.14312,0.00913899
"11127",7923700,"NM_006338 // LRRN2 // leucine rich repeat neuronal 2 // 1q32.1 // 10446 /// NM_2","LRRN2","NM_006338",0.0174851,0.0174851,1.22696,1.22696,"Control up vs Schizophrenia",6.60239,0.522477,1.74096,1,1.22696,0.0174851
"11128",8135488,"NM_001099660 // LRRN3 // leucine rich repeat neuronal 3 // 7q31.1 // 54674 /// N","LRRN3","NM_001099660",0.0072189,0.0072189,1.44289,1.44289,"Control up vs Schizophrenia",8.76693,1.67881,4.21286,1,1.44289,0.0072189
"11131",8053349,"NM_178839 // LRRTM1 // leucine rich repeat transmembrane neuronal 1 // 2p12 // 3","LRRTM1","NM_178839",0.00311463,0.00311463,1.25663,1.25663,"Control up vs Schizophrenia",11.019,0.651668,1.30109,1,1.25663,0.00311463
"11132",8114470,"NM_015564 // LRRTM2 // leucine rich repeat transmembrane neuronal 2 // 5q31.2 //","LRRTM2","NM_015564",0.000153346,0.000153346,1.77647,1.77647,"Control up vs Schizophrenia",20.8006,4.12361,4.36138,1,1.77647,0.000153346
"11134",8053315,"NM_024993 // LRRTM4 // leucine rich repeat transmembrane neuronal 4 // 2p12 // 8","LRRTM4","NM_024993",3.24e-08,3.24e-08,1.89837,1.89837,"Control up vs Schizophrenia",68.7548,5.13108,1.64183,1,1.89837,3.24e-08
"11140",8089714,"NM_002338 // LSAMP // limbic system-associated membrane protein // 3q13.2-q21 //","LSAMP","NM_002338",0.00193065,0.00193065,1.46728,1.46728,"Control up vs Schizophrenia",12.3882,1.83582,3.26019,1,1.46728,0.00193065
"11147",8027592,"NM_001114093 // LSM14A // LSM14A, SCD6 homolog A (S. cerevisiae) // 19q13.11 // ","LSM14A","NM_001114093",0.000436241,0.000436241,0.911001,-1.09769,"Control down vs Schizophrenia",17.0799,0.108501,0.139756,1,-1.09769,0.000436241
"11148",8063835,"NM_144703 // LSM14B // LSM14B, SCD6 homolog B (S. cerevisiae) // 20q13.33 // 149","LSM14B","NM_144703",0.0337191,0.0337191,1.15018,1.15018,"Control up vs Schizophrenia",5.12936,0.244477,1.04857,1,1.15018,0.0337191
"11157",8097679,"NM_007080 // LSM6 // LSM6 homolog, U6 small nuclear RNA associated (S. cerevisia","LSM6","NM_007080",0.0144614,0.0144614,1.35676,1.35676,"Control up vs Schizophrenia",7.04948,1.16246,3.6278,1,1.35676,0.0144614
"11160",7937735,"NM_002339 // LSP1 // lymphocyte-specific protein 1 // 11p15.5 // 4046 /// NM_001","LSP1","NM_002339",0.000767978,0.000767978,0.822548,-1.21573,"Control down vs Schizophrenia",15.2161,0.476563,0.68903,1,-1.21573,0.000767978
"11176",7973702,"NM_001143919 // LTB4R // leukotriene B4 receptor // 14q11.2-q12 // 1241 /// NM_1","LTB4R","NM_001143919",0.01065,0.01065,0.90976,-1.09919,"Control down vs Schizophrenia",7.78988,0.111698,0.315454,1,-1.09919,0.01065
"11178",8041383,"NM_206943 // LTBP1 // latent transforming growth factor beta binding protein 1 /","LTBP1","NM_206943",0.0259287,0.0259287,1.24122,1.24122,"Control up vs Schizophrenia",5.70494,0.583172,2.24889,1,1.24122,0.0259287
"11182",7953321,"NM_002342 // LTBR // lymphotoxin beta receptor (TNFR superfamily, member 3) // 1","LTBR","NM_002342",0.026509,0.026509,1.12001,1.12001,"Control up vs Schizophrenia",5.65574,0.160418,0.624003,1,1.12001,0.026509
"11184",8086607,"NM_002343 // LTF // lactotransferrin // 3p21.31 // 4057 /// ENST00000231751 // L","LTF","NM_002343",0.037622,0.037622,0.854431,-1.17037,"Control down vs Schizophrenia",4.89485,0.309076,1.38915,1,-1.17037,0.037622
"11187",7998174,"NM_018032 // LUC7L // LUC7-like (S. cerevisiae) // 16p13.3 // 55692 /// NM_20141","LUC7L","NM_018032",0.0131403,0.0131403,0.885909,-1.12878,"Control down vs Schizophrenia",7.27868,0.183266,0.553925,1,-1.12878,0.0131403
"11193",7939007,"NM_001009909 // LUZP2 // leucine zipper protein 2 // 11p14.3 // 338645 /// ENST0","LUZP2","NM_001009909",0.0116781,0.0116781,1.43156,1.43156,"Control up vs Schizophrenia",7.56424,1.60737,4.67491,1,1.43156,0.0116781
"11213",8118235,"NM_001003693 // LY6G6F // lymphocyte antigen 6 complex, locus G6F // 6p21 // 259","LY6G6F","NM_001003693",0.0195935,0.0195935,1.11546,1.11546,"Control up vs Schizophrenia",6.33886,0.149104,0.517488,1,1.11546,0.0195935
"11214",8178063,"NM_001003693 // LY6G6F // lymphocyte antigen 6 complex, locus G6F // 6p21 // 259","LY6G6F","NM_001003693",0.0195935,0.0195935,1.11546,1.11546,"Control up vs Schizophrenia",6.33886,0.149104,0.517488,1,1.11546,0.0195935
"11226",8153346,"NM_023946 // LYNX1 // Ly6/neurotoxin 1 // 8q24.3 // 66004 /// NM_177457 // LYNX1","LYNX1","NM_023946",0.00309352,0.00309352,1.13782,1.13782,"Control up vs Schizophrenia",11.038,0.208179,0.414924,1,1.13782,0.00309352
"11233",8045664,"NM_177964 // LYPD6B // LY6/PLAUR domain containing 6B // 2q23.1-q23.2 // 130576 ","LYPD6B","NM_177964",0.0299563,0.0299563,0.858815,-1.16439,"Control down vs Schizophrenia",5.38633,0.289292,1.18159,1,-1.16439,0.0299563
"11242",8123728,"NM_020408 // LYRM4 // LYR motif containing 4 // 6p25.1 // 57128 /// NM_001164841","LYRM4","NM_020408",0.0331627,0.0331627,0.831735,-1.20231,"Control down vs Schizophrenia",5.16527,0.423914,1.80554,1,-1.20231,0.0331627
"11249",7925257,"NM_000081 // LYST // lysosomal trafficking regulator // 1q42.1-q42.2 // 1130 ///","LYST","NM_000081",0.00749927,0.00749927,1.30096,1.30096,"Control up vs Schizophrenia",8.66941,0.864491,2.19378,1,1.30096,0.00749927
"11261",7960933,"NM_002355 // M6PR // mannose-6-phosphate receptor (cation dependent) // 12p13 //","M6PR","NM_002355",0.0127086,0.0127086,0.908789,-1.10037,"Control down vs Schizophrenia",7.35917,0.114236,0.341506,1,-1.10037,0.0127086
"11262",7970949,"NM_005584 // MAB21L1 // mab-21-like 1 (C. elegans) // 13q13 // 4081 /// ENST0000","MAB21L1","NM_005584",0.0116005,0.0116005,0.561973,-1.77944,"Control down vs Schizophrenia",7.5805,4.14762,12.0372,1,-1.77944,0.0116005
"11263",8097773,"NM_006439 // MAB21L2 // mab-21-like 2 (C. elegans) // 4q31 // 10586 /// ENST0000","MAB21L2","NM_006439",3.64e-05,3.64e-05,2.07915,2.07915,"Control up vs Schizophrenia",26.5563,6.69076,5.54282,1,2.07915,3.64e-05
"11267",7949033,"NM_014067 // MACROD1 // MACRO domain containing 1 // 11q11 // 28992 /// ENST0000","MACROD1","NM_014067",0.0131778,0.0131778,0.917827,-1.08953,"Control down vs Schizophrenia",7.27183,0.0918198,0.277789,1,-1.08953,0.0131778
"11268",8061035,"NM_080676 // MACROD2 // MACRO domain containing 2 // 20p12.1 // 140733 /// NM_00","MACROD2","NM_080676",0.000153835,0.000153835,0.818293,-1.22206,"Control down vs Schizophrenia",20.7887,0.502202,0.531463,1,-1.22206,0.000153835
"11274",7939767,"NM_003682 // MADD // MAP-kinase activating death domain // 11p11.2 // 8567 /// N","MADD","NM_003682",0.0462353,0.0462353,0.876056,-1.14148,"Control down vs Schizophrenia",4.4622,0.218668,1.0781,1,-1.14148,0.0462353
"11275",8093462,"NM_001017405 // MAEA // macrophage erythroblast attacher // 4p16.3 // 10296 /// ","MAEA","NM_001017405",0.0476135,0.0476135,0.898333,-1.11317,"Control down vs Schizophrenia",4.4015,0.143552,0.717517,1,-1.11317,0.0476135
"11279",8153409,"NM_201589 // MAFA // v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (a","MAFA","NM_201589",0.0371442,0.0371442,0.934469,-1.07013,"Control down vs Schizophrenia",4.92205,0.0573676,0.256415,1,-1.07013,0.0371442
"11280",8066266,"NM_005461 // MAFB // v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (a","MAFB","NM_005461",0.0153642,0.0153642,0.817698,-1.22295,"Control down vs Schizophrenia",6.90586,0.505854,1.6115,1,-1.22295,0.0153642
"11302",8166587,"NM_182506 // MAGEB10 // melanoma antigen family B, 10 // Xp21.3 // 139422 /// EN","MAGEB10","NM_182506",0.0203356,0.0203356,0.779217,-1.28334,"Control down vs Schizophrenia",6.25355,0.777179,2.73412,1,-1.28334,0.0203356
"11304",8166211,"ENST00000400004 // MAGEB17 // melanoma antigen family B, 17 // Xp22.2 // 645864 ","MAGEB17","ENST00000400004",0.0246932,0.0246932,0.90951,-1.09949,"Control down vs Schizophrenia",5.81392,0.11235,0.425134,1,-1.09949,0.0246932
"11312",8170260,"NM_138702 // MAGEC3 // melanoma antigen family C, 3 // Xq27.2 // 139081 /// NM_1","MAGEC3","NM_138702",0.0217248,0.0217248,0.900875,-1.11003,"Control down vs Schizophrenia",6.1028,0.136084,0.490568,1,-1.11003,0.0217248
"11315",8167673,"NM_001098800 // MAGED4 // melanoma antigen family D, 4 // Xp11.22 // 728239 /// ","MAGED4","NM_001098800",0.0375527,0.0375527,1.12701,1.12701,"Control up vs Schizophrenia",4.89877,0.178538,0.801799,1,1.12701,0.0375527
"11316",8172722,"NM_001098800 // MAGED4 // melanoma antigen family D, 4 // Xp11.22 // 728239 /// ","MAGED4","NM_001098800",0.0375527,0.0375527,1.12701,1.12701,"Control up vs Schizophrenia",4.89877,0.178538,0.801799,1,1.12701,0.0375527
"11317",8168458,"NM_020932 // MAGEE1 // melanoma antigen family E, 1 // Xq13.3 // 57692 /// ENST0","MAGEE1","NM_020932",8.5e-05,8.5e-05,1.19488,1.19488,"Control up vs Schizophrenia",23.0665,0.395877,0.377574,1,1.19488,8.5e-05
"11321",7986755,"NM_019066 // MAGEL2 // MAGE-like 2 // 15q11-q12 // 54551","MAGEL2","NM_019066",0.00489192,0.00489192,1.17574,1.17574,"Control up vs Schizophrenia",9.78535,0.32732,0.735901,1,1.17574,0.00489192
"11323",8140504,"NM_012301 // MAGI2 // membrane associated guanylate kinase, WW and PDZ domain co","MAGI2","NM_012301",0.0311983,0.0311983,1.22968,1.22968,"Control up vs Schizophrenia",5.29769,0.533853,2.21696,1,1.22968,0.0311983
"11324",7904106,"NM_152900 // MAGI3 // membrane associated guanylate kinase, WW and PDZ domain co","MAGI3","NM_152900",0.00971228,0.00971228,1.12801,1.12801,"Control up vs Schizophrenia",8.01783,0.181197,0.497182,1,1.12801,0.00971228
"11333",8148040,"NM_052886 // MAL2 // mal, T-cell differentiation protein 2 // 8q23 // 114569 ///","MAL2","NM_052886",0.021155,0.021155,1.37005,1.37005,"Control up vs Schizophrenia",6.16329,1.23791,4.41876,1,1.37005,0.021155
"11338",8155754,"NM_153267 // MAMDC2 // MAM domain containing 2 // 9q21.12 // 256691 /// ENST0000","MAMDC2","NM_153267",0.0320964,0.0320964,0.512024,-1.95303,"Control down vs Schizophrenia",5.23602,5.59566,23.5111,1,-1.95303,0.0320964
"11342",8102862,"NM_018717 // MAML3 // mastermind-like 3 (Drosophila) // 4q28 // 55534 /// ENST00","MAML3","NM_018717",0.0121306,0.0121306,1.29322,1.29322,"Control up vs Schizophrenia",7.47181,0.825687,2.43115,1,1.29322,0.0121306
"11348",7899029,"NM_020379 // MAN1C1 // mannosidase, alpha, class 1C, member 1 // 1p35 // 57134 /","MAN1C1","NM_020379",0.0288357,0.0288357,1.34559,1.34559,"Control up vs Schizophrenia",5.46992,1.10036,4.42564,1,1.34559,0.0288357
"11349",8107234,"NM_002372 // MAN2A1 // mannosidase, alpha, class 2A, member 1 // 5q21-q22 // 412","MAN2A1","NM_002372",0.0308691,0.0308691,0.811315,-1.23257,"Control down vs Schizophrenia",5.32079,0.546013,2.25761,1,-1.23257,0.0308691
"11353",7990457,"NM_006715 // MAN2C1 // mannosidase, alpha, class 2C, member 1 // 15q11-q13 // 41","MAN2C1","NM_006715",0.0497362,0.0497362,0.869383,-1.15024,"Control down vs Schizophrenia",4.31179,0.244668,1.24837,1,-1.15024,0.0497362
"11354",8102006,"NM_005908 // MANBA // mannosidase, beta A, lysosomal // 4q22-q25 // 4126 /// ENS","MANBA","NM_005908",0.0489675,0.0489675,0.856734,-1.16722,"Control down vs Schizophrenia",4.34377,0.298588,1.51227,1,-1.16722,0.0489675
"11360",8166925,"NM_000240 // MAOA // monoamine oxidase A // Xp11.3 // 4128 /// ENST00000338702 /","MAOA","NM_000240",0.00010103,0.00010103,1.48401,1.48401,"Control up vs Schizophrenia",22.391,1.94602,1.91203,1,1.48401,0.00010103
"11362",7983228,"NM_002373 // MAP1A // microtubule-associated protein 1A // 15q13-qter // 4130 //","MAP1A","NM_002373",4.18e-05,4.18e-05,1.58505,1.58505,"Control up vs Schizophrenia",25.9622,2.64959,2.24522,1,1.58505,4.18e-05
"11364",8046360,"NM_199227 // MAP1D // methionine aminopeptidase 1D // 2q31.1 // 254042 /// ENST0","MAP1D","NM_199227",0.0321341,0.0321341,0.887638,-1.12659,"Control down vs Schizophrenia",5.23348,0.177415,0.745799,1,-1.12659,0.0321341
"11368",7925504,"NM_001004343 // MAP1LC3C // microtubule-associated protein 1 light chain 3 gamma","MAP1LC3C","NM_001004343",0.00723796,0.00723796,0.817215,-1.22367,"Control down vs Schizophrenia",8.76017,0.508825,1.27785,1,-1.22367,0.00723796
"11370",8047926,"NM_002374 // MAP2 // microtubule-associated protein 2 // 2q34-q35 // 4133 /// NM","MAP2","NM_002374",0.000104025,0.000104025,1.38062,1.38062,"Control up vs Schizophrenia",22.2777,1.29912,1.28293,1,1.38062,0.000104025
"11371",7984319,"NM_002755 // MAP2K1 // mitogen-activated protein kinase kinase 1 // 15q22.1-q22.","MAP2K1","NM_002755",0.00465613,0.00465613,0.753497,-1.32715,"Control down vs Schizophrenia",9.91759,1.00038,2.21913,1,-1.32715,0.00465613
"11374",8005029,"NM_003010 // MAP2K4 // mitogen-activated protein kinase kinase 4 // 17p11.2 // 6","MAP2K4","NM_003010",0.0163307,0.0163307,0.911422,-1.09719,"Control down vs Schizophrenia",6.76213,0.107428,0.349507,1,-1.09719,0.0163307
"11378",8105436,"NM_005921 // MAP3K1 // mitogen-activated protein kinase kinase kinase 1 // 5q11.","MAP3K1","NM_005921",4.37e-07,4.37e-07,0.824002,-1.21359,"Control down vs Schizophrenia",49.889,0.467986,0.206372,1,-1.21359,4.37e-07
"11379",8028778,"NM_002446 // MAP3K10 // mitogen-activated protein kinase kinase kinase 10 // 19q","MAP3K10","NM_002446",0.0187225,0.0187225,1.15219,1.15219,"Control up vs Schizophrenia",6.4437,0.250625,0.855682,1,1.15219,0.0187225
"11382",8084589,"NM_004721 // MAP3K13 // mitogen-activated protein kinase kinase kinase 13 // 3q2","MAP3K13","NM_004721",0.00658086,0.00658086,1.33827,1.33827,"Control up vs Schizophrenia",9.00541,1.06029,2.59025,1,1.33827,0.00658086
"11385",8171653,"NM_001001671 // MAP3K15 // mitogen-activated protein kinase kinase kinase 15 // ","MAP3K15","NM_001001671",0.00613083,0.00613083,1.26118,1.26118,"Control up vs Schizophrenia",9.18952,0.672439,1.60984,1,1.26118,0.00613083
"11387",8009183,"NM_203351 // MAP3K3 // mitogen-activated protein kinase kinase kinase 3 // 17q23","MAP3K3","NM_203351",5.21e-06,5.21e-06,0.790541,-1.26496,"Control down vs Schizophrenia",35.6607,0.689885,0.425608,1,-1.26496,5.21e-06
"11390",8129804,"NM_005923 // MAP3K5 // mitogen-activated protein kinase kinase kinase 5 // 6q22.","MAP3K5","NM_005923",0.0150124,0.0150124,1.31653,1.31653,"Control up vs Schizophrenia",6.96068,0.944392,2.98486,1,1.31653,0.0150124
"11394",7979943,"NM_033141 // MAP3K9 // mitogen-activated protein kinase kinase kinase 9 // 14q24","MAP3K9","NM_033141",8.18e-06,8.18e-06,1.19387,1.19387,"Control up vs Schizophrenia",33.397,0.392144,0.258322,1,1.19387,8.18e-06
"11403",8129783,"NM_003980 // MAP7 // microtubule-associated protein 7 // 6q23.3 // 9053 /// ENST","MAP7","NM_003980",0.00934498,0.00934498,1.5736,1.5736,"Control up vs Schizophrenia",8.11384,2.56685,6.95979,1,1.5736,0.00934498
"11410",8076978,"NM_002751 // MAPK11 // mitogen-activated protein kinase 11 // 22q13.33 // 5600 /","MAPK11","NM_002751",0.0321848,0.0321848,1.1357,1.1357,"Control up vs Schizophrenia",5.23005,0.202219,0.850625,1,1.1357,0.0321848
"11412",8119016,"NM_002754 // MAPK13 // mitogen-activated protein kinase 13 // 6p21.31 // 5603 //","MAPK13","NM_002754",0.031046,0.031046,0.900069,-1.11103,"Control down vs Schizophrenia",5.30834,0.138428,0.573704,1,-1.11103,0.031046
